Tag,Source Packages,Item,Category,Item Strain,Quantity,Batch Number,Lab Testing,<abbr title='Administrative Hold'>A.H.</abbr>,<abbr title='Packaged Date'>Date</abbr>,<abbr title='Received'>Rcv'd</abbr>
1A4060300004719000000001,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,A10065,NotSubmitted,,,
1A4060300004719000000002,,MG Cartridge 1/2g Banana Kush -Beginning Inventory,Extract (weight - each),,0,A-BNK-181207,NotSubmitted,,,
1A4060300004719000000003,,MG Cartridge 1/2g Chem 91 -Beginning Inventory,Extract (weight - each),,0,A10161,NotSubmitted,,,
1A4060300004719000000004,,MG Cartridge 1/2g Strawnana -Beginning Inventory,Extract (weight - each),,0,190318-AMB,NotSubmitted,,,
1A4060300004719000000005,,SP Cartridge 1/2g GSC -Beginning Inventory,Extract (weight - each),,0,1904101-CLR,NotSubmitted,,,
1A4060300004719000000006,,SP Cartridge 1/2g GSC -Beginning Inventory,Extract (weight - each),,0,190212-CLR-T,NotSubmitted,,,
1A4060300004719000000007,,SP Cartridge 1/2g Jack Herer -Beginning Inventory,Extract (weight - each),,0,1904102-CLR,NotSubmitted,,,
1A4060300004719000000008,,MG Cartridge 1/2g OG Kush -Beginning Inventory,Extract (weight - each),,0,190506-AMB-T,NotSubmitted,,,
1A4060300004719000000009,,FD Vape Pen 0.3g Night Owl -Beginning Inventory,Extract (weight - each),,0,190610-AMB-T,NotSubmitted,,,
1A4060300004719000000012,,MG Tincture 15mL Mint THC -Beginning Inventory,Tincture (volume - each),,0,M190820TM,TestFailed,,,
1A4060300004719000000013,,MG Tincture 15mL THC -Beginning Inventory,Tincture (volume - each),,0,M190815T,TestFailed,,,
1A4060300004719000000016,,SP Tincture 15mL Mint CBD 1:1 -Beginning Inventory,Tincture (volume - each),,0,S190816TMOO,TestFailed,,,
1A4060300004719000000018,,Bulk Trim StrainbowTL -Beginning Inventory,Leaf,Strainbow,0,A13353,NotSubmitted,,,
1A4060300004719000000019,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190313-A-RAW,NotSubmitted,,,
1A4060300004719000000020,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190322-LIPIDWASTE-C,NotSubmitted,,,
1A4060300004719000000021,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190308-C-RAW,NotSubmitted,,,
1A4060300004719000000022,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190412-RAW,NotSubmitted,,,
1A4060300004719000000023,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190425-B-RAW,NotSubmitted,,,
1A4060300004719000000024,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190509-A-RCLM,NotSubmitted,,,
1A4060300004719000000025,,Bulk Oil CO2 2nd Pass -Beginning Inventory,Extract (weight),,0,190322-BLK-CLR,NotSubmitted,,,
1A4060300004719000000027,,Bulk Oil CO2 2nd Pass -Beginning Inventory,Extract (weight),,0,190212-BLK-CLR,NotSubmitted,,,
1A4060300004719000000029,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,400.4,022819-Raw,NotSubmitted,,,
1A4060300004719000000030,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,0,190517-RCLM,NotSubmitted,,,
1A4060300004719000000031,,Bulk Oil CO2 Amber -Beginning Inventory,Extract (weight),,0,190325-AMB,NotSubmitted,,,
1A4060300004719000000032,,Bulk Oil CO2 Amber -Beginning Inventory,Extract (weight),,0,1903252-A-AMB,NotSubmitted,,,
1A4060300004719000000033,,Bulk Oil CO2 Raw -Beginning Inventory,Extract (weight),,1141.6,190506-B-RAW,NotSubmitted,,,
1A4060300004719000000036,,Bulk Oil EHO Amber CBD -Beginning Inventory,Extract (weight),,0,060719-PRF-A,NotSubmitted,,,
1A4060300004719000000037,,Bulk Oil EHO Amber CBD -Beginning Inventory,Extract (weight),,255.6,060719-PRF-B,NotSubmitted,,,
1A4060300004719000000039,,Bulk Oil EHO Amber -Beginning Inventory,Extract (weight),,0,022819-A-AMB,NotSubmitted,,,
1A4060300004719000000040,,Bulk Oil EHO Amber -Beginning Inventory,Extract (weight),,0,022819-DCRB,NotSubmitted,,,
1A4060300004719000000043,,Bulk Oil CO2 2nd Pass -Beginning Inventory,Extract (weight),,0,190718-SCLR-RCLM,NotSubmitted,,,
1A4060300004719000000045,,Bulk Oil CO2 2nd Pass -Beginning Inventory,Extract (weight),,0,190822R70,NotSubmitted,,,
1A4060300004719000000046,,Bulk Oil CO2 Collection -Beginning Inventory,Extract (weight),,0,190816-COLL,NotSubmitted,,,
1A4060300004719000000047,,Bulk Oil CO2 Reclaimed -Beginning Inventory,Extract (weight),,0,190801-RCLM,NotSubmitted,,,
1A4060300004719000000049,,Bulk Oil R&D -Beginning Inventory,Extract (weight),,0,190822RD,NotSubmitted,,,
